,response,stimuli,trial_type,workerid,stimuli_index,condition_index,latin_square_index
1500,Orange,30,color-naming-isolation,S93987,5,0,5
1501,Purple,270,color-naming-isolation,S93987,5,0,5
1502,lime Green,90,color-naming-isolation,S93987,5,0,5
1503,Blue,210,color-naming-isolation,S93987,5,0,5
1504,Green,150,color-naming-isolation,S93987,5,0,5
1505,VeryLikely,0.918032787,probability-language-generation,S93987,5,0,5
1506,VeryUnlikely,0.098360656,probability-language-generation,S93987,5,0,5
1507,Likely,0.754098361,probability-language-generation,S93987,5,0,5
1508,Unlikely,0.262295082,probability-language-generation,S93987,5,0,5
1509,quite Likely,0.590163934,probability-language-generation,S93987,5,0,5
1510,not Likely,0.426229508,probability-language-generation,S93987,5,0,5
1511,Reject,168,color-naming-isolation,S25188,8,1,2
1512,Blue,228,color-naming-isolation,S25188,8,1,2
1513,Green,108,color-naming-isolation,S25188,8,1,2
1514,Reject,288,color-naming-isolation,S25188,8,1,2
1515,Reject,48,color-naming-isolation,S25188,8,1,2
1516,Red,348,color-naming-isolation,S25188,8,1,2
1517,Unlikely,0.475409836,probability-language-generation,S25188,8,1,2
1518,Likely,0.639344262,probability-language-generation,S25188,8,1,2
1519,Unlikely,0.31147541,probability-language-generation,S25188,8,1,2
1520,Likely,0.803278689,probability-language-generation,S25188,8,1,2
1521,Unlikely,0.147540984,probability-language-generation,S25188,8,1,2
1522,Likely,0.967213115,probability-language-generation,S25188,8,1,2
1523,violet Blue,276,color-naming-isolation,S75093,16,0,4
1524,deep Pink,336,color-naming-isolation,S75093,16,0,4
1525,Blue,216,color-naming-isolation,S75093,16,0,4
1526,dark Yellow,36,color-naming-isolation,S75093,16,0,4
1527,aquGreen,156,color-naming-isolation,S75093,16,0,4
1528,lime Green,96,color-naming-isolation,S75093,16,0,4
1529,VeryLikely,0.770491803,probability-language-generation,S75093,16,0,4
1530,incRedibly Likely,0.93442623,probability-language-generation,S75093,16,0,4
1531,SomewhatLikely,0.606557377,probability-language-generation,S75093,16,0,4
1532,not VeryLikely,0.114754098,probability-language-generation,S75093,16,0,4
1533,not too Likely,0.442622951,probability-language-generation,S75093,16,0,4
1534,Unlikely,0.278688525,probability-language-generation,S75093,16,0,4
1535,Likely,0.950819672,probability-language-generation,S17435,17,1,5
1536,Unlikely,0.131147541,probability-language-generation,S17435,17,1,5
1537,Likely,0.786885246,probability-language-generation,S17435,17,1,5
1538,Unlikely,0.295081967,probability-language-generation,S17435,17,1,5
1539,Likely,0.62295082,probability-language-generation,S17435,17,1,5
1540,Reject,0.459016393,probability-language-generation,S17435,17,1,5
1541,Red,342,color-naming-isolation,S17435,17,1,5
1542,Reject,42,color-naming-isolation,S17435,17,1,5
1543,Reject,282,color-naming-isolation,S17435,17,1,5
1544,Green,102,color-naming-isolation,S17435,17,1,5
1545,Blue,222,color-naming-isolation,S17435,17,1,5
1546,Green,162,color-naming-isolation,S17435,17,1,5
1547,VeryLikely,0.885245902,probability-language-generation,S85369,23,2,5
1548,VeryUnlikely,0.06557377,probability-language-generation,S85369,23,2,5
1549,Likely,0.721311475,probability-language-generation,S85369,23,2,5
1550,Unlikely,0.229508197,probability-language-generation,S85369,23,2,5
1551,Likely,0.557377049,probability-language-generation,S85369,23,2,5
1552,Unlikely,0.393442623,probability-language-generation,S85369,23,2,5
1553,Reject,318,color-naming-isolation,S85369,23,2,5
1554,Reject,18,color-naming-isolation,S85369,23,2,5
1555,Reject,258,color-naming-isolation,S85369,23,2,5
1556,Green,78,color-naming-isolation,S85369,23,2,5
1557,Blue,198,color-naming-isolation,S85369,23,2,5
1558,Green,138,color-naming-isolation,S85369,23,2,5
1559,medium Blue,240,color-naming-isolation,S22378,10,0,4
1560,light Purple,300,color-naming-isolation,S22378,10,0,4
1561,teal,180,color-naming-isolation,S22378,10,0,4
1562,bright Red,0,color-naming-isolation,S22378,10,0,4
1563,light Yellowish Green,120,color-naming-isolation,S22378,10,0,4
1564,mustard Yellow,60,color-naming-isolation,S22378,10,0,4
1565,a little more Likely,0.672131148,probability-language-generation,S22378,10,0,4
1566,a lot more Likely,0.836065574,probability-language-generation,S22378,10,0,4
1567,about a half probability ,0.508196721,probability-language-generation,S22378,10,0,4
1568,a Verysmall chance,0.016393443,probability-language-generation,S22378,10,0,4
1569,a little less than half chance,0.344262295,probability-language-generation,S22378,10,0,4
1570,a pretty small chance,0.180327869,probability-language-generation,S22378,10,0,4
1571,Likely,0.557377049,probability-language-generation,S45303,3,4,3
1572,VeryLikely,0.721311475,probability-language-generation,S45303,3,4,3
1573,Unlikely,0.393442623,probability-language-generation,S45303,3,4,3
1574,VeryLikely,0.885245902,probability-language-generation,S45303,3,4,3
1575,VeryUnlikely,0.229508197,probability-language-generation,S45303,3,4,3
1576,VeryUnlikely,0.06557377,probability-language-generation,S45303,3,4,3
1577,Blue,198,color-naming-isolation,S45303,3,4,3
1578,Purple,258,color-naming-isolation,S45303,3,4,3
1579,Green,138,color-naming-isolation,S45303,3,4,3
1580,Reject,318,color-naming-isolation,S45303,3,4,3
1581,Green,78,color-naming-isolation,S45303,3,4,3
1582,Orange,18,color-naming-isolation,S45303,3,4,3
1583,Purple,252,color-naming-isolation,S63186,22,5,4
1584,Pink,312,color-naming-isolation,S63186,22,5,4
1585,Blue,192,color-naming-isolation,S63186,22,5,4
1586,Orange,12,color-naming-isolation,S63186,22,5,4
1587,Green,132,color-naming-isolation,S63186,22,5,4
1588,Green,72,color-naming-isolation,S63186,22,5,4
1589,VeryLikely,0.704918033,probability-language-generation,S63186,22,5,4
1590,VeryLikely,0.868852459,probability-language-generation,S63186,22,5,4
1591,SomewhatLikely,0.540983607,probability-language-generation,S63186,22,5,4
1592,VeryUnlikely,0.049180328,probability-language-generation,S63186,22,5,4
1593,SomewhatUnlikely,0.37704918,probability-language-generation,S63186,22,5,4
1594,VeryUnlikely,0.213114754,probability-language-generation,S63186,22,5,4
1595,Green,132,color-naming-isolation,S63092,2,1,2
1596,Blue,192,color-naming-isolation,S63092,2,1,2
1597,Green,72,color-naming-isolation,S63092,2,1,2
1598,Blue,252,color-naming-isolation,S63092,2,1,2
1599,Red,12,color-naming-isolation,S63092,2,1,2
1600,Reject,312,color-naming-isolation,S63092,2,1,2
1601,Unlikely,0.37704918,probability-language-generation,S63092,2,1,2
1602,Likely,0.540983607,probability-language-generation,S63092,2,1,2
1603,Unlikely,0.213114754,probability-language-generation,S63092,2,1,2
1604,Likely,0.704918033,probability-language-generation,S63092,2,1,2
1605,Unlikely,0.049180328,probability-language-generation,S63092,2,1,2
1606,Likely,0.868852459,probability-language-generation,S63092,2,1,2
1607,Blue,234,color-naming-isolation,S55508,9,2,3
1608,Reject,294,color-naming-isolation,S55508,9,2,3
1609,Green,174,color-naming-isolation,S55508,9,2,3
1610,Red,354,color-naming-isolation,S55508,9,2,3
1611,Green,114,color-naming-isolation,S55508,9,2,3
1612,Yellow,54,color-naming-isolation,S55508,9,2,3
1613,Likely,0.655737705,probability-language-generation,S55508,9,2,3
1614,Unlikely,0.819672131,probability-language-generation,S55508,9,2,3
1615,Likely,0.491803279,probability-language-generation,S55508,9,2,3
1616,Unlikely,0.983606557,probability-language-generation,S55508,9,2,3
1617,Unlikely,0.327868852,probability-language-generation,S55508,9,2,3
1618,Unlikely,0.163934426,probability-language-generation,S55508,9,2,3
1619,Reject,276,color-naming-isolation,S66405,16,2,4
1620,Red,336,color-naming-isolation,S66405,16,2,4
1621,Blue,216,color-naming-isolation,S66405,16,2,4
1622,Reject,36,color-naming-isolation,S66405,16,2,4
1623,Green,156,color-naming-isolation,S66405,16,2,4
1624,Green,96,color-naming-isolation,S66405,16,2,4
1625,Likely,0.770491803,probability-language-generation,S66405,16,2,4
1626,VeryLikely,0.93442623,probability-language-generation,S66405,16,2,4
1627,Likely,0.606557377,probability-language-generation,S66405,16,2,4
1628,VeryUnlikely,0.114754098,probability-language-generation,S66405,16,2,4
1629,Unlikely,0.442622951,probability-language-generation,S66405,16,2,4
1630,Unlikely,0.278688525,probability-language-generation,S66405,16,2,4
1631,Green,78,color-naming-isolation,S86909,13,5,1
1632,Green,138,color-naming-isolation,S86909,13,5,1
1633,Orange,18,color-naming-isolation,S86909,13,5,1
1634,Blue,198,color-naming-isolation,S86909,13,5,1
1635,Pink,318,color-naming-isolation,S86909,13,5,1
1636,Purple,258,color-naming-isolation,S86909,13,5,1
1637,SomewhatUnlikely,0.229508197,probability-language-generation,S86909,13,5,1
1638,SomewhatUnlikely,0.393442623,probability-language-generation,S86909,13,5,1
1639,VeryUnlikely,0.06557377,probability-language-generation,S86909,13,5,1
1640,SomewhatLikely,0.557377049,probability-language-generation,S86909,13,5,1
1641,VeryLikely,0.885245902,probability-language-generation,S86909,13,5,1
1642,VeryLikely,0.721311475,probability-language-generation,S86909,13,5,1
1643,VeryLikely,0.803278689,probability-language-generation,S31447,28,2,4
1644,Likely,0.967213115,probability-language-generation,S31447,28,2,4
1645,Likely,0.639344262,probability-language-generation,S31447,28,2,4
1646,Unlikely,0.147540984,probability-language-generation,S31447,28,2,4
1647,Reject,0.475409836,probability-language-generation,S31447,28,2,4
1648,Unlikely,0.31147541,probability-language-generation,S31447,28,2,4
1649,Reject,288,color-naming-isolation,S31447,28,2,4
1650,Red,348,color-naming-isolation,S31447,28,2,4
1651,Blue,228,color-naming-isolation,S31447,28,2,4
1652,Yellow,48,color-naming-isolation,S31447,28,2,4
1653,Reject,168,color-naming-isolation,S31447,28,2,4
1654,Green,108,color-naming-isolation,S31447,28,2,4
1655,Purple,264,color-naming-isolation,S84540,4,0,4
1656,Pink,324,color-naming-isolation,S84540,4,0,4
1657,Blue,204,color-naming-isolation,S84540,4,0,4
1658,Orange,24,color-naming-isolation,S84540,4,0,4
1659,Green,144,color-naming-isolation,S84540,4,0,4
1660,lime,84,color-naming-isolation,S84540,4,0,4
1661,VeryLikely,0.737704918,probability-language-generation,S84540,4,0,4
1662,extremely Likely,0.901639344,probability-language-generation,S84540,4,0,4
1663,Likely,0.573770492,probability-language-generation,S84540,4,0,4
1664,VeryUnlikely,0.081967213,probability-language-generation,S84540,4,0,4
1665,Unlikely,0.409836066,probability-language-generation,S84540,4,0,4
1666,moderately Unlikely,0.245901639,probability-language-generation,S84540,4,0,4
1667,Green,102,color-naming-isolation,S95986,7,4,1
1668,Green,162,color-naming-isolation,S95986,7,4,1
1669,Orange,42,color-naming-isolation,S95986,7,4,1
1670,Blue,222,color-naming-isolation,S95986,7,4,1
1671,Red,342,color-naming-isolation,S95986,7,4,1
1672,Purple,282,color-naming-isolation,S95986,7,4,1
1673,SomewhatUnlikely,0.295081967,probability-language-generation,S95986,7,4,1
1674,SomewhatUnlikely,0.459016393,probability-language-generation,S95986,7,4,1
1675,VeryLikely,0.131147541,probability-language-generation,S95986,7,4,1
1676,Likely,0.62295082,probability-language-generation,S95986,7,4,1
1677,VeryLikely,0.950819672,probability-language-generation,S95986,7,4,1
1678,VeryLikely,0.786885246,probability-language-generation,S95986,7,4,1
1679,SomewhatLikely,0.885245902,probability-language-generation,S8580,23,5,5
1680,SomewhatUnlikely,0.06557377,probability-language-generation,S8580,23,5,5
1681,SomewhatLikely,0.721311475,probability-language-generation,S8580,23,5,5
1682,SomewhatUnlikely,0.229508197,probability-language-generation,S8580,23,5,5
1683,SomewhatLikely,0.557377049,probability-language-generation,S8580,23,5,5
1684,SomewhatUnlikely,0.393442623,probability-language-generation,S8580,23,5,5
1685,Pink,318,color-naming-isolation,S8580,23,5,5
1686,Orange,18,color-naming-isolation,S8580,23,5,5
1687,Purple,258,color-naming-isolation,S8580,23,5,5
1688,Green,78,color-naming-isolation,S8580,23,5,5
1689,Blue,198,color-naming-isolation,S8580,23,5,5
1690,Green,138,color-naming-isolation,S8580,23,5,5
1691,Green,156,color-naming-isolation,S94276,26,4,2
1692,Blue,216,color-naming-isolation,S94276,26,4,2
1693,Green,96,color-naming-isolation,S94276,26,4,2
1694,Purple,276,color-naming-isolation,S94276,26,4,2
1695,Orange,36,color-naming-isolation,S94276,26,4,2
1696,Reject,336,color-naming-isolation,S94276,26,4,2
1697,SomewhatUnlikely,0.442622951,probability-language-generation,S94276,26,4,2
1698,Likely,0.606557377,probability-language-generation,S94276,26,4,2
1699,SomewhatUnlikely,0.278688525,probability-language-generation,S94276,26,4,2
1700,Likely,0.770491803,probability-language-generation,S94276,26,4,2
1701,VeryUnlikely,0.114754098,probability-language-generation,S94276,26,4,2
1702,VeryLikely,0.93442623,probability-language-generation,S94276,26,4,2
1703,Green,78,color-naming-isolation,S95769,13,2,1
1704,Green,138,color-naming-isolation,S95769,13,2,1
1705,Red,18,color-naming-isolation,S95769,13,2,1
1706,Blue,198,color-naming-isolation,S95769,13,2,1
1707,Reject,318,color-naming-isolation,S95769,13,2,1
1708,Blue,258,color-naming-isolation,S95769,13,2,1
1709,Unlikely,0.229508197,probability-language-generation,S95769,13,2,1
1710,Likely,0.393442623,probability-language-generation,S95769,13,2,1
1711,VeryUnlikely,0.06557377,probability-language-generation,S95769,13,2,1
1712,VeryLikely,0.557377049,probability-language-generation,S95769,13,2,1
1713,VeryLikely,0.885245902,probability-language-generation,S95769,13,2,1
1714,Likely,0.721311475,probability-language-generation,S95769,13,2,1
1715,VeryUnlikely,0.081967213,probability-language-generation,S27657,24,5,0
1716,SomewhatUnlikely,0.245901639,probability-language-generation,S27657,24,5,0
1717,VeryLikely,0.901639344,probability-language-generation,S27657,24,5,0
1718,VeryLikely,0.409836066,probability-language-generation,S27657,24,5,0
1719,VeryLikely,0.737704918,probability-language-generation,S27657,24,5,0
1720,VeryLikely,0.573770492,probability-language-generation,S27657,24,5,0
1721,Orange,24,color-naming-isolation,S27657,24,5,0
1722,Green,84,color-naming-isolation,S27657,24,5,0
1723,Pink,324,color-naming-isolation,S27657,24,5,0
1724,Green,144,color-naming-isolation,S27657,24,5,0
1725,Blue,264,color-naming-isolation,S27657,24,5,0
1726,Blue,204,color-naming-isolation,S27657,24,5,0
1727,SomewhatLikely,0.147540984,probability-language-generation,S2630,18,5,0
1728,SomewhatLikely,0.31147541,probability-language-generation,S2630,18,5,0
1729,VeryLikely,0.967213115,probability-language-generation,S2630,18,5,0
1730,VeryLikely,0.475409836,probability-language-generation,S2630,18,5,0
1731,VeryLikely,0.803278689,probability-language-generation,S2630,18,5,0
1732,VeryLikely,0.639344262,probability-language-generation,S2630,18,5,0
1733,Yellow,48,color-naming-isolation,S2630,18,5,0
1734,Green,108,color-naming-isolation,S2630,18,5,0
1735,Red,348,color-naming-isolation,S2630,18,5,0
1736,Blue,168,color-naming-isolation,S2630,18,5,0
1737,Purple,288,color-naming-isolation,S2630,18,5,0
1738,Blue,228,color-naming-isolation,S2630,18,5,0
1739,VeryLikely,0.737704918,probability-language-generation,S48592,4,5,4
1740,VeryLikely,0.901639344,probability-language-generation,S48592,4,5,4
1741,SomewhatUnlikely,0.573770492,probability-language-generation,S48592,4,5,4
1742,VeryUnlikely,0.081967213,probability-language-generation,S48592,4,5,4
1743,SomewhatUnlikely,0.409836066,probability-language-generation,S48592,4,5,4
1744,VeryUnlikely,0.245901639,probability-language-generation,S48592,4,5,4
1745,Purple,264,color-naming-isolation,S48592,4,5,4
1746,Pink,324,color-naming-isolation,S48592,4,5,4
1747,Blue,204,color-naming-isolation,S48592,4,5,4
1748,Orange,24,color-naming-isolation,S48592,4,5,4
1749,Green,144,color-naming-isolation,S48592,4,5,4
1750,Green,84,color-naming-isolation,S48592,4,5,4
1751,SomewhatLikely,0.557377049,probability-language-generation,S83272,3,3,3
1752,Likely,0.721311475,probability-language-generation,S83272,3,3,3
1753,SomewhatUnlikely,0.393442623,probability-language-generation,S83272,3,3,3
